Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV	SUM	Percent	CA1	CA2	CA3	GCA1	GCA2	GCA3	GNA1	GNA2	GNA3	NA1	NA2	NA3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__unclassified_g__Brevundimonas	ASV58	203	0.001828631	12	27	12	10	18	65	10	11	11	0	15	12
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV160	74	0.000666595	0	4	3	4	0	0	0	11	52	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__unclassified_g__Nocardia	ASV79	122	0.00109898	0	19	8	12	10	16	9	11	0	0	0	37
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__unclassified_g__Stenotrophomonas	ASV269	24	0.000216193	0	0	0	0	0	0	13	11	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Sporacetigenium	s__uncultured_bacterium_g__Sporacetigenium	ASV355	10	9.01E-05	0	0	0	0	0	0	0	10	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV356	30	0.000270241	0	0	0	0	0	0	0	10	20	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__P3OB-42	s__uncultured_bacterium_g__P3OB-42	ASV213	122	0.00109898	10	0	0	17	29	48	0	10	0	8	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Lysinimonas	s__unclassified_g__Lysinimonas	ASV262	47	0.000423378	0	0	0	0	20	0	17	10	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharothrix	s__unclassified_g__Saccharothrix	ASV256	44	0.000396354	0	0	0	0	0	0	28	10	0	0	0	6
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unclassified_g__Nocardioides	ASV357	10	9.01E-05	0	0	0	0	0	0	0	10	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Lechevalieria	s__unclassified_g__Lechevalieria	ASV358	10	9.01E-05	0	0	0	0	0	0	0	10	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Bosea	s__unclassified_g__Bosea	ASV359	65	0.000585522	34	0	21	0	0	0	0	10	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	s__unclassified_g__Exiguobacterium	ASV360	27	0.000243217	11	0	0	0	0	0	0	9	0	0	3	4
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Gordonia	s__unclassified_g__Gordonia	ASV140	33	0.000297265	7	7	5	0	0	5	0	9	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__uncultured_Flavobacteriaceae_bacterium_g__Chryseobacterium	ASV361	9	8.11E-05	0	0	0	0	0	0	0	9	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Bauldia	s__unclassified_g__Bauldia	ASV221	116	0.001044932	0	0	0	11	31	37	9	9	0	6	5	8
d__Bacteria	k__norank_d__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__C0119	f__norank_o__C0119	g__norank_f__norank_o__C0119	s__uncultured_bacterium_g__norank_f__norank_o__C0119	ASV362	8	7.21E-05	0	0	0	0	0	0	0	8	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Sorangium	s__unclassified_g__Sorangium	ASV78	59	0.000531474	0	19	9	0	0	0	0	8	0	0	0	23
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Ferrovibrio	s__unclassified_g__Ferrovibrio	ASV64	222	0.001999784	0	23	0	37	45	31	8	8	0	13	19	38
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV363	40	0.000360321	0	0	0	0	0	0	0	8	32	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__unclassified_g__Pseudolabrys	ASV364	56	0.00050445	0	0	8	10	12	9	0	8	0	0	0	9
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__unclassified_f__Sphingomonadaceae	s__unclassified_f__Sphingomonadaceae	ASV365	8	7.21E-05	0	0	0	0	0	0	0	8	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__unclassified_g__Pseudomonas	ASV205	35	0.000315281	0	0	0	0	0	0	0	8	0	14	0	13
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__unclassified_g__Massilia	ASV366	11	9.91E-05	0	0	0	0	0	0	0	8	0	0	0	3
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV367	8	7.21E-05	0	0	0	0	0	0	0	8	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingoaurantiacus	s__unclassified_g__Sphingoaurantiacus	ASV170	11	9.91E-05	0	3	0	0	0	0	0	8	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV7	484	0.004359889	54	294	114	0	0	0	0	8	0	0	0	14
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__unclassified_g__Ramlibacter	ASV59	159	0.001432278	0	27	0	0	22	102	0	8	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__unclassified_f__Xanthobacteraceae	s__unclassified_f__Xanthobacteraceae	ASV368	7	6.31E-05	0	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unclassified_c__Alphaproteobacteria	f__unclassified_c__Alphaproteobacteria	g__unclassified_c__Alphaproteobacteria	s__unclassified_c__Alphaproteobacteria	ASV369	7	6.31E-05	0	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudoxanthobacter	s__uncultured_Alphaproteobacteria_bacterium_g__Pseudoxanthobacter	ASV370	7	6.31E-05	0	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__unclassified_g__Aerococcus	ASV247	26	0.000234209	0	0	0	0	0	0	0	7	0	3	2	14
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__unclassified_g__Mycobacterium	ASV371	12	0.000108096	0	0	0	0	0	0	0	7	0	0	5	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__unclassified_f__Oxalobacteraceae	s__unclassified_f__Oxalobacteraceae	ASV372	7	6.31E-05	0	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__unclassified_g__Reyranella	ASV373	7	6.31E-05	0	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Cloacibacterium	s__uncultured_bacterium_g__Cloacibacterium	ASV306	33	0.000297265	0	0	12	0	7	4	3	7	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__unclassified_f__Rhizobiaceae	s__unclassified_f__Rhizobiaceae	ASV374	7	6.31E-05	0	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	s__unclassified_g__Diaphorobacter	ASV375	7	6.31E-05	0	0	0	0	0	0	0	7	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Altererythrobacter	s__unclassified_g__Altererythrobacter	ASV99	100	0.000900804	21	14	21	14	8	8	0	7	0	0	7	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__uncultured_bacterium_g__Bdellovibrio	ASV159	89	0.000801715	0	4	6	16	20	12	7	6	3	2	2	11
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	s__unclassified_g__Asticcacaulis	ASV121	61	0.00054949	0	9	0	6	3	13	19	6	2	0	3	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV376	176	0.001585414	0	0	0	20	14	42	0	6	0	0	0	94
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Herbaspirillum	s__unclassified_g__Herbaspirillum	ASV377	325	0.002927611	0	0	0	146	132	28	0	6	13	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV378	31	0.000279249	0	0	0	6	0	17	0	5	3	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__BIrii41	g__norank_f__BIrii41	s__unclassified_g__norank_f__BIrii41	ASV379	5	4.50E-05	0	0	0	0	0	0	0	5	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__norank_o__Kapabacteriales	g__norank_f__norank_o__Kapabacteriales	s__unclassified_g__norank_f__norank_o__Kapabacteriales	ASV380	5	4.50E-05	0	0	0	0	0	0	0	5	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__norank_f__Pedosphaeraceae	s__unclassified_g__norank_f__Pedosphaeraceae	ASV381	5	4.50E-05	0	0	0	0	0	0	0	5	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Steroidobacter	s__unclassified_g__Steroidobacter	ASV6	592	0.005332757	25	353	132	0	0	16	18	5	0	2	38	3
d__Bacteria	k__norank_d__Bacteria	p__Fibrobacterota	c__Fibrobacteria	o__Fibrobacterales	f__Fibrobacteraceae	g__possible_genus_04	s__uncultured_bacterium_g__possible_genus_04	ASV382	8	7.21E-05	0	0	0	0	0	0	0	5	0	0	3	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Agromyces	s__unclassified_g__Agromyces	ASV383	5	4.50E-05	0	0	0	0	0	0	0	5	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__Dongia	s__unclassified_g__Dongia	ASV180	21	0.000189169	0	2	0	0	0	12	0	5	0	2	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__unclassified_f__Oxalobacteraceae	s__unclassified_f__Oxalobacteraceae	ASV384	5	4.50E-05	0	0	0	0	0	0	0	5	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV385	27	0.000243217	0	0	0	14	0	2	0	5	0	0	6	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	s__unclassified_g__Cohnella	ASV386	5	4.50E-05	0	0	0	0	0	0	0	5	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unclassified_g__Sphingomonas	ASV387	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caedibacterales	f__Caedibacteraceae	g__Caedibacter	s__uncultured_Caedibacter_sp._g__Caedibacter	ASV388	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Chloroflexales	f__Herpetosiphonaceae	g__Herpetosiphon	s__unclassified_g__Herpetosiphon	ASV389	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Marinobacteraceae	g__Marinobacter	s__unclassified_g__Marinobacter	ASV390	11	9.91E-05	0	0	0	0	0	7	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__norank_f__Xanthobacteraceae	s__unclassified_g__norank_f__Xanthobacteraceae	ASV391	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Sandaracinaceae	g__norank_f__Sandaracinaceae	s__uncultured_bacterium_g__norank_f__Sandaracinaceae	ASV392	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unclassified_c__Gammaproteobacteria	f__unclassified_c__Gammaproteobacteria	g__unclassified_c__Gammaproteobacteria	s__unclassified_c__Gammaproteobacteria	ASV393	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Paenarthrobacter	s__unclassified_g__Paenarthrobacter	ASV394	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__unclassified_f__Xanthomonadaceae	s__unclassified_f__Xanthomonadaceae	ASV395	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__unclassified_g__Brevundimonas	ASV396	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__unclassified_g__Novosphingobium	ASV397	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__unclassified_g__Corynebacterium	ASV398	4	3.60E-05	0	0	0	0	0	0	0	4	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__IMCC26207	s__unclassified_g__IMCC26207	ASV399	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__unclassified_g__Paracoccus	ASV238	19	0.000171153	0	0	0	0	0	0	0	3	0	3	0	13
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Marmoricola	s__unclassified_g__Marmoricola	ASV400	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__unclassified_c__Actinobacteria	f__unclassified_c__Actinobacteria	g__unclassified_c__Actinobacteria	s__unclassified_c__Actinobacteria	ASV212	18	0.000162145	0	0	0	0	0	0	0	3	0	9	0	6
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Promicromonosporaceae	g__Isoptericola	s__unclassified_g__Isoptericola	ASV401	10	9.01E-05	0	0	0	0	7	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__unclassified_g__Blautia	ASV402	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Phycicoccus	s__unclassified_g__Phycicoccus	ASV323	5	4.50E-05	0	0	0	0	0	0	2	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__unclassified_g__Aeromicrobium	ASV403	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__unclassified_g__Nocardia	ASV404	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Solirubrobacter	s__unclassified_g__Solirubrobacter	ASV405	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Pajaroellobacter	s__Sorangiineae_bacterium_706	ASV406	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__unclassified_f__Geodermatophilaceae	s__unclassified_f__Geodermatophilaceae	ASV407	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Ammoniphilus	s__unclassified_g__Ammoniphilus	ASV408	3	2.70E-05	0	0	0	0	0	0	0	3	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__Oligoflexales	f__norank_o__Oligoflexales	g__norank_f__norank_o__Oligoflexales	s__uncultured_bacterium_g__norank_f__norank_o__Oligoflexales	ASV162	6	5.40E-05	0	4	0	0	0	0	0	2	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfatiglandales	f__Desulfatiglandaceae	g__Desulfatiglans	s__uncultured_bacterium_g__Desulfatiglans	ASV409	2	1.80E-05	0	0	0	0	0	0	0	2	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__unclassified_g__Gemella	ASV410	2	1.80E-05	0	0	0	0	0	0	0	2	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Coxiellales	f__Coxiellaceae	g__Coxiella	s__unclassified_g__Coxiella	ASV179	9	8.11E-05	0	2	0	0	0	5	0	2	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Gammaproteobacteria_Incertae_Sedis	f__unclassified_o__Gammaproteobacteria_Incertae_Sedis	g__Candidatus_Ovatusbacter	s__uncultured_bacterium_g__Candidatus_Ovatusbacter	ASV411	2	1.80E-05	0	0	0	0	0	0	0	2	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	s__unclassified_g__Pseudonocardia	ASV147	19	0.000171153	0	6	0	0	3	0	0	2	0	0	0	8
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Ellin6067	s__uncultured_soil_bacterium_g__Ellin6067	ASV412	7	6.31E-05	0	0	0	0	0	5	0	2	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Lapillicoccus	s__unclassified_g__Lapillicoccus	ASV413	2	1.80E-05	0	0	0	0	0	0	0	2	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Lechevalieria	s__unclassified_g__Lechevalieria	ASV524	2628	0.023673116	1863	0	765	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	s__unclassified_g__Pseudorhodoplanes	ASV525	1070	0.009638598	661	0	409	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia-Caballeronia-Paraburkholderia	s__unclassified_g__Burkholderia-Caballeronia-Paraburkholderia	ASV4	936	0.008431521	82	471	220	0	0	11	0	0	0	131	6	15
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV60	506	0.004558066	264	25	199	0	13	0	0	0	0	0	5	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Polaromonas	s__unclassified_g__Polaromonas	ASV526	384	0.003459086	232	0	152	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__unclassified_g__Ramlibacter	ASV10	510	0.004594098	41	241	140	41	0	47	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__norank_f__Devosiaceae	s__uncultured_Prosthecomicrobium_sp.	ASV110	252	0.002270025	68	11	60	17	19	23	0	0	0	14	0	40
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__unclassified_g__Hyphomicrobium	ASV63	185	0.001666487	94	24	60	0	0	0	7	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__metagenome_g__Pseudolabrys	ASV527	123	0.001107988	65	0	58	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unclassified_f__Comamonadaceae	s__unclassified_f__Comamonadaceae	ASV29	2506	0.022574136	36	54	58	72	93	64	0	0	0	407	594	1128
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unclassified_g__Nocardioides	ASV12	252	0.002270025	0	166	56	4	14	3	0	0	0	0	0	9
d__Bacteria	k__norank_d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__unclassified_g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	ASV18	178	0.00160343	39	88	51	0	0	0	0	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Lechevalieria	s__unclassified_g__Lechevalieria	ASV187	300	0.002702411	121	0	50	0	5	0	0	0	0	77	0	47
d__Bacteria	k__norank_d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__BIrii41	g__norank_f__BIrii41	s__unclassified_g__norank_f__BIrii41	ASV13	186	0.001675495	14	110	47	0	0	5	10	0	0	0	0	0
d__Bacteria	k__norank_d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__unclassified_g__Streptomyces	ASV14	184	0.001657478	37	106	41	0	0	0	0	0	0	0	0	0
